sample_id	dataset_id	library_size	biofluid	reads_used_for_alignment	miRNA_sense_counts	low_miRNA_flag	qc_status	isolation_method
sample_Sample_U_204_BC01_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	6868.0	Urine	1236012.0	6868.0	True		
sample_Sample_U_204_GC08_Yr2_ATCACG_R1_001_fastq	EXR-KJENS1RID1-AN	184949.0	Urine	5379871.0	184949.0	False		
sample_Sample_U_205_BC01_Yr2_CCGTCC_R1_001_fastq	EXR-KJENS1RID1-AN	211362.0	Urine	3325727.0	211362.0	False		
sample_Sample_U_206_BC01_Yr2_GAGTGG_R1_001_fastq	EXR-KJENS1RID1-AN	14151.0	Urine	1557351.0	14151.0	True		
sample_Sample_U_206_GC03_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	25189.999999999996	Urine	8009024.0	25190.0	True		
sample_Sample_U_206_GC07_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	490048.99999999994	Urine	7902987.0	490049.0	False		
sample_Sample_U_206_GC08_Yr2_TAGCTT_R1_001_fastq	EXR-KJENS1RID1-AN	23963.0	Urine	8182209.0	23963.0	True		
sample_Sample_U_207_BC01_Yr2_ATTCCT_R1_001_fastq	EXR-KJENS1RID1-AN	35614.0	Urine	1103314.0	35614.0	True		
sample_Sample_U_207_GC02_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	27973.0	Urine	55106805.0	27973.0	True		
sample_Sample_U_207_GC03_Yr2_GTTTCG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	89733.99999999999	Urine	8838565.0	89734.0	True		
sample_Sample_U_207_GC08_Yr2_CATTTT_R1_001_fastq	EXR-KJENS1RID1-AN	74636.00000000001	Urine	6054159.0	74636.0	True		
sample_Sample_U_208_BC01_Yr2_GTCCGC_R1_001_fastq	EXR-KJENS1RID1-AN	377408.0	Urine	6587652.0	377408.0	False		
sample_Sample_U_209_BC01_Yr2_ATTCCT_R1_001_fastq	EXR-KJENS1RID1-AN	252096.0	Urine	5997797.0	252096.0	False		
sample_Sample_U_209_GC08_Yr2_CACGAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	131095.0	Urine	9720618.0	131095.0	False		
sample_Sample_U_210_BC01_Yr2_TCGGCA_R1_001_fastq	EXR-KJENS1RID1-AN	21426.0	Urine	756652.0	21426.0	True		
sample_Sample_U_210_GC02_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	275434.0	Urine	14122217.0	275434.0	False		
sample_Sample_U_210_GC03_Yr2_CATTTT_R1_001_fastq	EXR-KJENS1RID1-AN	64213.00000000001	Urine	6252142.0	64213.0	True		
sample_Sample_U_210_GC05_Yr2_TCATTC_R1_001_fastq	EXR-KJENS1RID1-AN	110107.0	Urine	5196599.0	110107.0	False		
sample_Sample_U_212_BC01_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	2861.0	Urine	328072.0	2861.0	True		
sample_Sample_U_212_GC06_Yr2_AGTTCC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	126345.0	Urine	8982692.0	126345.0	False		
sample_Sample_U_212_GC08_Yr2_ATGTCA_R1_001_fastq	EXR-KJENS1RID1-AN	25466.999999999996	Urine	2264149.0	25467.0	True		
sample_Sample_U_213_BC01_Yr2_ACTGAT_R1_001_fastq	EXR-KJENS1RID1-AN	118941.0	Urine	3645508.0	118941.0	False		
sample_Sample_U_213_GC02_Yr2_TGACCA_R1_001_fastq	EXR-KJENS1RID1-AN	16092.0	Urine	1743072.0	16092.0	True		
sample_Sample_U_213_GC03_Yr2_TACAGC_R1_001_fastq	EXR-KJENS1RID1-AN	330673.99999999994	Urine	2862402.0	330674.0	False		
sample_Sample_U_213_GC05_Yr2_GGCTAC_R1_001_fastq	EXR-KJENS1RID1-AN	14034.0	Urine	1662291.0	14034.0	True		
sample_Sample_U_214_BC01_Yr2_TCGGCA_R1_001_fastq	EXR-KJENS1RID1-AN	17012.999999999996	Urine	3448999.0	17013.0	True		
sample_Sample_U_214_GC08_Yr2_ATCACG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	78456.0	Urine	14010868.0	78456.0	True		
sample_Sample_U_215_BC01_Yr2_CAAAAG_R1_001_fastq	EXR-KJENS1RID1-AN	3469.999999999999	Urine	297015.0	3470.0	True		
sample_Sample_U_215_GC08_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	130360.0	Urine	7360994.0	130360.0	False		
sample_Sample_U_216_BC01_Yr2_CCAACA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	143515.99999999997	Urine	13137668.0	143516.0	False		
sample_Sample_U_216_GC03_Yr2_CGATGT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	134043.99999999997	Urine	10713249.0	134044.0	False		
sample_Sample_U_216_GC05_Yr2_ATGAGC_R1_001_fastq	EXR-KJENS1RID1-AN	136944.0	Urine	3071718.0	136944.0	False		
sample_Sample_U_216_GC06_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	720566.0	Urine	6366746.0	720566.0	False		
sample_Sample_U_216_GC07_Yr2_ATGAGC_R1_001_fastq	EXR-KJENS1RID1-AN	76478.0	Urine	5743536.0	76478.0	True		
sample_Sample_U_218_BC01_Yr2_GCCAAT_R1_001_fastq	EXR-KJENS1RID1-AN	1628580.0	Urine	4281969.0	1628580.0	False		
sample_Sample_U_219_BC01_Yr2_CGGAAT_R1_001_fastq	EXR-KJENS1RID1-AN	25391.000000000004	Urine	1304474.0	25391.0	True		
sample_Sample_U_220_BC01_Yr2_TGACCA_R1_001_fastq	EXR-KJENS1RID1-AN	17648.999999999996	Urine	5418011.0	17649.0	True		
sample_Sample_U_221_BC01_Yr2_CTCAGA_R1_001_fastq	EXR-KJENS1RID1-AN	81827.0	Urine	3824573.0	81827.0	True		
sample_Sample_U_221_GC02_Yr2_TAGCTT_R1_001_fastq	EXR-KJENS1RID1-AN	934802.0000000001	Urine	8142668.0	934802.0	False		
sample_Sample_U_221_GC03_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	86236.0	Urine	7089789.0	86236.0	True		
sample_Sample_U_221_GC05_Yr2_CAAAAG_R1_001_fastq	EXR-KJENS1RID1-AN	192071.99999999997	Urine	1457064.0	192072.0	False		
sample_Sample_U_221_GC06_Yr2_CCGTCC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	244522.0	Urine	11006613.0	244522.0	False		
sample_Sample_U_221_GC07_Yr2_GTGGCC_R1_001_fastq	EXR-KJENS1RID1-AN	12655.0	Urine	3986593.0	12655.0	True		
sample_Sample_U_221_GC08_Yr2_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	141141.0	Urine	4621377.0	141141.0	False		
sample_Sample_U_223_BC01_Yr2_CCAACA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	142755.0	Urine	17200457.0	142755.0	False		
sample_Sample_U_223_GC02_Yr2_AGTCAA_R1_001_fastq	EXR-KJENS1RID1-AN	193307.0	Urine	7143076.0	193307.0	False		
sample_Sample_U_223_GC03_Yr2_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	20998.0	Urine	124739.0	20998.0	True		
sample_Sample_U_223_GC05_Yr2_CTATAC_R1_001_fastq	EXR-KJENS1RID1-AN	245754.99999999997	Urine	5588304.0	245755.0	False		
sample_Sample_U_223_GC06_Yr2_TCGAAG_R1_001_fastq	EXR-KJENS1RID1-AN	24947.0	Urine	5916110.0	24947.0	True		
sample_Sample_U_223_GC07_Yr2_CGTACG_R1_001_fastq	EXR-KJENS1RID1-AN	98289.0	Urine	6589807.0	98289.0	True		
sample_Sample_U_223_GC08_Yr2_CTAGCT_R1_001_fastq	EXR-KJENS1RID1-AN	57497.0	Urine	1960450.0	57497.0	True		
sample_Sample_U_224_GC04_Yr2_ATGTCA_R1_001_fastq	EXR-KJENS1RID1-AN	241822.0	Urine	11245044.0	241822.0	False		
sample_Sample_U_224_GC08_Yr2_TAGCTT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	201364.99999999997	Urine	15724945.0	201365.0	False		
sample_Sample_U_225_BC01_Yr2_GGCTAC_R1_001_fastq	EXR-KJENS1RID1-AN	5057.999999999999	Urine	225754.0	5058.0	True		
sample_Sample_U_226_GC02_Yr2_TAATCG_R1_001_fastq	EXR-KJENS1RID1-AN	846567.0000000001	Urine	7487563.0	846567.0	False		
sample_Sample_U_226_GC03_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	15194.0	Urine	594172.0	15194.0	True		
sample_Sample_U_226_GC06_Yr2_GTAGAG_R1_001_fastq	EXR-KJENS1RID1-AN	294632.0	Urine	6145910.0	294632.0	False		
sample_Sample_U_226_GC07_Yr2_CAACTA_R1_001_fastq	EXR-KJENS1RID1-AN	11669.0	Urine	6664428.0	11669.0	True		
sample_Sample_U_227_GC03_Yr2_AGTTCC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	106880.0	Urine	14637259.0	106880.0	False		
sample_Sample_U_227_GC05_Yr2_TATAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	114055.00000000001	Urine	8992318.0	114055.0	False		
sample_Sample_U_227_GC06_Yr2_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	6238.0	Urine	6218927.0	6238.0	True		
sample_Sample_U_227_GC07_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	23342.0	Urine	5489878.0	23342.0	True		
sample_Sample_U_227_GC08_Yr2_GCCAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	78235.0	Urine	8921675.0	78235.0	True		
sample_Sample_U_228_GC02_Yr2_GTGAAA_R1_001_fastq	EXR-KJENS1RID1-AN	156306.00000000003	Urine	4276284.0	156306.0	False		
sample_Sample_U_228_GC03_Yr2_CAGGCG_R1_001_fastq	EXR-KJENS1RID1-AN	223745.99999999994	Urine	6247892.0	223746.0	False		
sample_Sample_U_228_GC06_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	24963.0	Urine	3720764.0	24963.0	True		
sample_Sample_U_228_GC07_Yr2_GTGAAA_R1_001_fastq	EXR-KJENS1RID1-AN	348007.00000000006	Urine	2956101.0	348007.0	False		
sample_ZW_U19_Plasma_102-10_fastq	EXR-TTUSC1gCrGDH-AN	73383.0	Plasma	84900.0	73383.0	True		
sample_ZW_U19_Plasma_102-11_fastq	EXR-TTUSC1gCrGDH-AN	8898.0	Plasma	11211.0	8898.0	True		
sample_ZW_U19_Plasma_102-12_fastq	EXR-TTUSC1gCrGDH-AN	27329.000000000004	Plasma	34185.0	27329.0	True		
sample_ZW_U19_Plasma_102-13_fastq	EXR-TTUSC1gCrGDH-AN	14607.0	Plasma	19435.0	14607.0	True		
sample_ZW_U19_Plasma_102-14_fastq	EXR-TTUSC1gCrGDH-AN	181393.00000000003	Plasma	200282.0	181393.0	False		
sample_ZW_U19_Plasma_102-15_fastq	EXR-TTUSC1gCrGDH-AN	311951.0	Plasma	348315.0	311951.0	False		
sample_ZW_U19_Plasma_102-16_fastq	EXR-TTUSC1gCrGDH-AN	145963.0	Plasma	188065.0	145963.0	False		
sample_ZW_U19_Plasma_102-17_fastq	EXR-TTUSC1gCrGDH-AN	1058788.0000000002	Plasma	1328588.0	1058788.0	False		
sample_ZW_U19_Plasma_102-18_fastq	EXR-TTUSC1gCrGDH-AN	368751.0	Plasma	449412.0	368751.0	False		
sample_ZW_U19_Plasma_102-19_fastq	EXR-TTUSC1gCrGDH-AN	25197.0	Plasma	29392.0	25197.0	True		
sample_ZW_U19_Plasma_102-1_fastq	EXR-TTUSC1gCrGDH-AN	1437208.0	Plasma	1573610.0	1437208.0	False		
sample_ZW_U19_Plasma_102-20_fastq	EXR-TTUSC1gCrGDH-AN	20823.0	Plasma	22979.0	20823.0	True		
sample_ZW_U19_Plasma_102-21_fastq	EXR-TTUSC1gCrGDH-AN	2369240.0	Plasma	2668237.0	2369240.0	False		
sample_ZW_U19_Plasma_102-22_fastq	EXR-TTUSC1gCrGDH-AN	124745.99999999999	Plasma	143421.0	124746.0	False		
sample_ZW_U19_Plasma_102-23_fastq	EXR-TTUSC1gCrGDH-AN	51203.99999999999	Plasma	59291.0	51204.0	True		
sample_ZW_U19_Plasma_102-24_fastq	EXR-TTUSC1gCrGDH-AN	229602.0	Plasma	258610.0	229602.0	False		
sample_ZW_U19_Plasma_102-2_fastq	EXR-TTUSC1gCrGDH-AN	8394050.0	Plasma	9378926.0	8394050.0	False		
sample_ZW_U19_Plasma_102-3_fastq	EXR-TTUSC1gCrGDH-AN	6828191.0	Plasma	7810706.0	6828191.0	False		
sample_ZW_U19_Plasma_102-4_fastq	EXR-TTUSC1gCrGDH-AN	723023.0000000001	Plasma	768378.0	723023.0	False		
sample_ZW_U19_Plasma_102-5_fastq	EXR-TTUSC1gCrGDH-AN	590176.9999999999	Plasma	690403.0	590177.0	False		
sample_ZW_U19_Plasma_102-6_fastq	EXR-TTUSC1gCrGDH-AN	37494.99999999999	Plasma	43534.0	37495.0	True		
sample_ZW_U19_Plasma_102-7_fastq	EXR-TTUSC1gCrGDH-AN	382482.99999999994	Plasma	411642.0	382483.0	False		
sample_ZW_U19_Plasma_102-8_fastq	EXR-TTUSC1gCrGDH-AN	4667011.000000001	Plasma	5068467.0	4667011.0	False		
sample_ZW_U19_Plasma_102-9_fastq	EXR-TTUSC1gCrGDH-AN	5179378.999999999	Plasma	6227555.0	5179379.0	False		
sample_ZW_U19_Plasma_51-10_fastq	EXR-TTUSC1gCrGDH-AN	681855.0000000001	Plasma	852962.0	681855.0	False		
sample_ZW_U19_Plasma_51-11_fastq	EXR-TTUSC1gCrGDH-AN	62444.0	Plasma	133814.0	62444.0	True		
sample_ZW_U19_Plasma_51-12_fastq	EXR-TTUSC1gCrGDH-AN	226308.99999999997	Plasma	447885.0	226309.0	False		
sample_ZW_U19_Plasma_51-13_fastq	EXR-TTUSC1gCrGDH-AN	491413.99999999994	Plasma	593908.0	491414.0	False		
sample_ZW_U19_Plasma_51-14_fastq	EXR-TTUSC1gCrGDH-AN	882008.0	Plasma	1157779.0	882008.0	False		
sample_ZW_U19_Plasma_51-15_fastq	EXR-TTUSC1gCrGDH-AN	1083902.0	Plasma	1433513.0	1083902.0	False		
sample_ZW_U19_Plasma_51-16_fastq	EXR-TTUSC1gCrGDH-AN	316404.0	Plasma	516747.0	316404.0	False		
sample_ZW_U19_Plasma_51-17_fastq	EXR-TTUSC1gCrGDH-AN	10510208.0	Plasma	12702881.0	10510208.0	False		
sample_ZW_U19_Plasma_51-18_fastq	EXR-TTUSC1gCrGDH-AN	1582382.0	Plasma	2634949.0	1582382.0	False		
sample_ZW_U19_Plasma_51-19_fastq	EXR-TTUSC1gCrGDH-AN	508040.0	Plasma	777392.0	508040.0	False		
sample_ZW_U19_Plasma_51-1_fastq	EXR-TTUSC1gCrGDH-AN	1073206.0000000002	Plasma	1834540.0	1073206.0	False		
sample_ZW_U19_Plasma_51-20_fastq	EXR-TTUSC1gCrGDH-AN	1161338.9999999998	Plasma	1893373.0	1161339.0	False		
sample_ZW_U19_Plasma_51-21_fastq	EXR-TTUSC1gCrGDH-AN	4177628.0000000005	Plasma	6150138.0	4177628.0	False		
sample_ZW_U19_Plasma_51-22_fastq	EXR-TTUSC1gCrGDH-AN	900694.9999999999	Plasma	1429693.0	900695.0	False		
sample_ZW_U19_Plasma_51-23_fastq	EXR-TTUSC1gCrGDH-AN	464698.0	Plasma	643427.0	464698.0	False		
sample_ZW_U19_Plasma_51-24_fastq	EXR-TTUSC1gCrGDH-AN	364361.00000000006	Plasma	1185817.0	364361.0	False		
sample_ZW_U19_Plasma_51-2_fastq	EXR-TTUSC1gCrGDH-AN	938487.0	Plasma	1848108.0	938487.0	False		
sample_ZW_U19_Plasma_51-3_fastq	EXR-TTUSC1gCrGDH-AN	4664639.0	Plasma	6144888.0	4664639.0	False		
sample_ZW_U19_Plasma_51-4_fastq	EXR-TTUSC1gCrGDH-AN	1245331.0	Plasma	2006139.0	1245331.0	False		
sample_ZW_U19_Plasma_51-5_fastq	EXR-TTUSC1gCrGDH-AN	1603596.9999999998	Plasma	2625965.0	1603597.0	False		
sample_ZW_U19_Plasma_51-6_fastq	EXR-TTUSC1gCrGDH-AN	598668.0000000001	Plasma	852573.0	598668.0	False		
sample_ZW_U19_Plasma_51-7_fastq	EXR-TTUSC1gCrGDH-AN	1170102.0	Plasma	1655846.0	1170102.0	False		
sample_ZW_U19_Plasma_51-8_fastq	EXR-TTUSC1gCrGDH-AN	1863325.0	Plasma	2664511.0	1863325.0	False		
sample_ZW_U19_Plasma_51-9_fastq	EXR-TTUSC1gCrGDH-AN	4472972.0	Plasma	5657874.0	4472972.0	False		
sample_ZW_U19_Plasma_52-10_fastq	EXR-TTUSC1gCrGDH-AN	687602.0000000001	Plasma	854614.0	687602.0	False		
sample_ZW_U19_Plasma_52-11_fastq	EXR-TTUSC1gCrGDH-AN	238915.00000000003	Plasma	309957.0	238915.0	False		
sample_ZW_U19_Plasma_52-12_fastq	EXR-TTUSC1gCrGDH-AN	1800111.0	Plasma	2050604.0	1800111.0	False		
sample_ZW_U19_Plasma_52-13_fastq	EXR-TTUSC1gCrGDH-AN	469236.99999999994	Plasma	572242.0	469237.0	False		
sample_ZW_U19_Plasma_52-14_fastq	EXR-TTUSC1gCrGDH-AN	1059844.0	Plasma	1256955.0	1059844.0	False		
sample_ZW_U19_Plasma_52-15_fastq	EXR-TTUSC1gCrGDH-AN	1198592.0	Plasma	1575877.0	1198592.0	False		
sample_ZW_U19_Plasma_52-16_fastq	EXR-TTUSC1gCrGDH-AN	2099487.0	Plasma	2440246.0	2099487.0	False		
sample_ZW_U19_Plasma_52-17_fastq	EXR-TTUSC1gCrGDH-AN	6463910.0	Plasma	7273441.0	6463910.0	False		
sample_ZW_U19_Plasma_52-18_fastq	EXR-TTUSC1gCrGDH-AN	1914569.9999999998	Plasma	2299306.0	1914570.0	False		
sample_ZW_U19_Plasma_52-19_fastq	EXR-TTUSC1gCrGDH-AN	418283.99999999994	Plasma	499348.0	418284.0	False		
sample_ZW_U19_Plasma_52-1_fastq	EXR-TTUSC1gCrGDH-AN	3018423.9999999995	Plasma	3551712.0	3018424.0	False		
sample_ZW_U19_Plasma_52-20_fastq	EXR-TTUSC1gCrGDH-AN	453001.99999999994	Plasma	631197.0	453002.0	False		
sample_ZW_U19_Plasma_52-21_fastq	EXR-TTUSC1gCrGDH-AN	6045048.999999999	Plasma	9728530.0	6045049.0	False		
sample_ZW_U19_Plasma_52-22_fastq	EXR-TTUSC1gCrGDH-AN	975455.0	Plasma	1318644.0	975455.0	False		
sample_ZW_U19_Plasma_52-23_fastq	EXR-TTUSC1gCrGDH-AN	481447.0	Plasma	640474.0	481447.0	False		
sample_ZW_U19_Plasma_52-24_fastq	EXR-TTUSC1gCrGDH-AN	2548706.0	Plasma	2733714.0	2548706.0	False		
sample_ZW_U19_Plasma_52-2_fastq	EXR-TTUSC1gCrGDH-AN	4026416.0000000005	Plasma	4790204.0	4026416.0	False		
sample_ZW_U19_Plasma_52-3_fastq	EXR-TTUSC1gCrGDH-AN	4347138.0	Plasma	5178388.0	4347138.0	False		
sample_ZW_U19_Plasma_52-4_fastq	EXR-TTUSC1gCrGDH-AN	1827376.9999999998	Plasma	2025624.0	1827377.0	False		
sample_ZW_U19_Plasma_52-5_fastq	EXR-TTUSC1gCrGDH-AN	2902239.9999999995	Plasma	3332919.0	2902240.0	False		
sample_ZW_U19_Plasma_52-6_fastq	EXR-TTUSC1gCrGDH-AN	434530.00000000006	Plasma	690346.0	434530.0	False		
sample_ZW_U19_Plasma_52-7_fastq	EXR-TTUSC1gCrGDH-AN	955779.9999999999	Plasma	1210631.0	955780.0	False		
sample_ZW_U19_Plasma_52-8_fastq	EXR-TTUSC1gCrGDH-AN	1960605.9999999998	Plasma	2827448.0	1960606.0	False		
sample_ZW_U19_Plasma_52-9_fastq	EXR-TTUSC1gCrGDH-AN	8893829.000000002	Plasma	9892444.0	8893829.0	False		
sample_ZW_U19_Plasma_53-10_fastq	EXR-TTUSC1gCrGDH-AN	216401.0	Plasma	395320.0	216401.0	False		
sample_ZW_U19_Plasma_53-11_fastq	EXR-TTUSC1gCrGDH-AN	100934.99999999997	Plasma	152362.0	100935.0	False		
sample_ZW_U19_Plasma_53-12_fastq	EXR-TTUSC1gCrGDH-AN	268082.99999999994	Plasma	607325.0	268083.0	False		
sample_ZW_U19_Plasma_53-13_fastq	EXR-TTUSC1gCrGDH-AN	178337.0	Plasma	274813.0	178337.0	False		
sample_ZW_U19_Plasma_53-14_fastq	EXR-TTUSC1gCrGDH-AN	329629.0	Plasma	499894.0	329629.0	False		
sample_ZW_U19_Plasma_53-15_fastq	EXR-TTUSC1gCrGDH-AN	1123053.0	Plasma	1434929.0	1123053.0	False		
sample_ZW_U19_Plasma_53-16_fastq	EXR-TTUSC1gCrGDH-AN	831706.0	Plasma	1077428.0	831706.0	False		
sample_ZW_U19_Plasma_53-17_fastq	EXR-TTUSC1gCrGDH-AN	2238007.0	Plasma	2613991.0	2238007.0	False		
sample_ZW_U19_Plasma_53-18_fastq	EXR-TTUSC1gCrGDH-AN	901914.0	Plasma	1189888.0	901914.0	False		
sample_ZW_U19_Plasma_53-19_fastq	EXR-TTUSC1gCrGDH-AN	553196.0	Plasma	710549.0	553196.0	False		
sample_ZW_U19_Plasma_53-1_fastq	EXR-TTUSC1gCrGDH-AN	618471.0	Plasma	1055285.0	618471.0	False		
sample_ZW_U19_Plasma_53-20_fastq	EXR-TTUSC1gCrGDH-AN	382593.9999999999	Plasma	589342.0	382594.0	False		
sample_ZW_U19_Plasma_53-21_fastq	EXR-TTUSC1gCrGDH-AN	825341.0000000001	Plasma	1263137.0	825341.0	False		
sample_ZW_U19_Plasma_53-22_fastq	EXR-TTUSC1gCrGDH-AN	399654.0	Plasma	608067.0	399654.0	False		
sample_ZW_U19_Plasma_53-23_fastq	EXR-TTUSC1gCrGDH-AN	721248.0	Plasma	920197.0	721248.0	False		
sample_ZW_U19_Plasma_53-24_fastq	EXR-TTUSC1gCrGDH-AN	551761.9999999999	Plasma	744163.0	551762.0	False		
sample_ZW_U19_Plasma_53-2_fastq	EXR-TTUSC1gCrGDH-AN	439019.99999999994	Plasma	711618.0	439020.0	False		
sample_ZW_U19_Plasma_53-3_fastq	EXR-TTUSC1gCrGDH-AN	1571700.0000000002	Plasma	2107464.0	1571700.0	False		
sample_ZW_U19_Plasma_53-4_fastq	EXR-TTUSC1gCrGDH-AN	553069.0	Plasma	856532.0	553069.0	False		
sample_ZW_U19_Plasma_53-5_fastq	EXR-TTUSC1gCrGDH-AN	688753.0000000001	Plasma	965337.0	688753.0	False		
sample_ZW_U19_Plasma_53-6_fastq	EXR-TTUSC1gCrGDH-AN	276689.99999999994	Plasma	696626.0	276690.0	False		
sample_ZW_U19_Plasma_53-7_fastq	EXR-TTUSC1gCrGDH-AN	465194.99999999994	Plasma	675475.0	465195.0	False		
sample_ZW_U19_Plasma_53-8_fastq	EXR-TTUSC1gCrGDH-AN	629169.0000000001	Plasma	961744.0	629169.0	False		
sample_ZW_U19_Plasma_53-9_fastq	EXR-TTUSC1gCrGDH-AN	1884235.0000000002	Plasma	2244498.0	1884235.0	False		
sample_ZW_U19_Plasma_54-10_fastq	EXR-TTUSC1gCrGDH-AN	474374.0	Plasma	657445.0	474374.0	False		
sample_ZW_U19_Plasma_54-11_fastq	EXR-TTUSC1gCrGDH-AN	218682.99999999997	Plasma	287301.0	218683.0	False		
sample_ZW_U19_Plasma_54-12_fastq	EXR-TTUSC1gCrGDH-AN	855200.0	Plasma	1049131.0	855200.0	False		
sample_ZW_U19_Plasma_54-13_fastq	EXR-TTUSC1gCrGDH-AN	395537.0	Plasma	541526.0	395537.0	False		
sample_ZW_U19_Plasma_54-14_fastq	EXR-TTUSC1gCrGDH-AN	1247233.0	Plasma	1461305.0	1247233.0	False		
sample_ZW_U19_Plasma_54-15_fastq	EXR-TTUSC1gCrGDH-AN	2623337.0000000005	Plasma	3063551.0	2623337.0	False		
sample_ZW_U19_Plasma_54-16_fastq	EXR-TTUSC1gCrGDH-AN	450579.00000000006	Plasma	1241117.0	450579.0	False		
sample_ZW_U19_Plasma_54-17_fastq	EXR-TTUSC1gCrGDH-AN	4274605.0	Plasma	4910077.0	4274605.0	False		
sample_ZW_U19_Plasma_54-18_fastq	EXR-TTUSC1gCrGDH-AN	1159706.0	Plasma	1995482.0	1159706.0	False		
sample_ZW_U19_Plasma_54-19_fastq	EXR-TTUSC1gCrGDH-AN	485163.99999999994	Plasma	635578.0	485164.0	False		
sample_ZW_U19_Plasma_54-1_fastq	EXR-TTUSC1gCrGDH-AN	1316475.0000000002	Plasma	1621516.0	1316475.0	False		
sample_ZW_U19_Plasma_54-20_fastq	EXR-TTUSC1gCrGDH-AN	733668.0	Plasma	921102.0	733668.0	False		
sample_ZW_U19_Plasma_54-21_fastq	EXR-TTUSC1gCrGDH-AN	2620187.0	Plasma	3398256.0	2620187.0	False		
sample_ZW_U19_Plasma_54-22_fastq	EXR-TTUSC1gCrGDH-AN	2730851.9999999995	Plasma	3123059.0	2730852.0	False		
sample_ZW_U19_Plasma_54-23_fastq	EXR-TTUSC1gCrGDH-AN	2999526.0	Plasma	3295134.0	2999526.0	False		
sample_ZW_U19_Plasma_54-24_fastq	EXR-TTUSC1gCrGDH-AN	908202.0	Plasma	1101380.0	908202.0	False		
sample_ZW_U19_Plasma_54-2_fastq	EXR-TTUSC1gCrGDH-AN	758446.0	Plasma	965455.0	758446.0	False		
sample_ZW_U19_Plasma_54-3_fastq	EXR-TTUSC1gCrGDH-AN	2006702.0000000002	Plasma	2586794.0	2006702.0	False		
sample_ZW_U19_Plasma_54-4_fastq	EXR-TTUSC1gCrGDH-AN	635587.9999999999	Plasma	831102.0	635588.0	False		
sample_ZW_U19_Plasma_54-5_fastq	EXR-TTUSC1gCrGDH-AN	841998.0000000001	Plasma	1086846.0	841998.0	False		
sample_ZW_U19_Plasma_54-6_fastq	EXR-TTUSC1gCrGDH-AN	2232216.0	Plasma	2491298.0	2232216.0	False		
sample_ZW_U19_Plasma_54-7_fastq	EXR-TTUSC1gCrGDH-AN	1507847.9999999998	Plasma	1727091.0	1507848.0	False		
sample_ZW_U19_Plasma_54-8_fastq	EXR-TTUSC1gCrGDH-AN	1638133.0	Plasma	1973015.0	1638133.0	False		
sample_ZW_U19_Plasma_54-9_fastq	EXR-TTUSC1gCrGDH-AN	2662975.0	Plasma	3409272.0	2662975.0	False		
sample_ZW_U19_Plasma_55-10_fastq	EXR-TTUSC1gCrGDH-AN	1526552.0	Plasma	1924577.0	1526552.0	False		
sample_ZW_U19_Plasma_55-11_fastq	EXR-TTUSC1gCrGDH-AN	520663.0	Plasma	655465.0	520663.0	False		
sample_ZW_U19_Plasma_55-12_fastq	EXR-TTUSC1gCrGDH-AN	1194247.9999999998	Plasma	2303114.0	1194248.0	False		
sample_ZW_U19_Plasma_55-13_fastq	EXR-TTUSC1gCrGDH-AN	936891.0000000001	Plasma	1157710.0	936891.0	False		
sample_ZW_U19_Plasma_55-14_fastq	EXR-TTUSC1gCrGDH-AN	939070.0	Plasma	1591882.0	939070.0	False		
sample_ZW_U19_Plasma_55-15_fastq	EXR-TTUSC1gCrGDH-AN	1389709.0	Plasma	1858357.0	1389709.0	False		
sample_ZW_U19_Plasma_55-16_fastq	EXR-TTUSC1gCrGDH-AN	3138902.0	Plasma	3670601.0	3138902.0	False		
sample_ZW_U19_Plasma_55-17_fastq	EXR-TTUSC1gCrGDH-AN	6119880.999999999	Plasma	6768291.0	6119881.0	False		
